protein1 protein2
YIR006C YMR109W
YIR006C YIL002C
YIR006C YNL090W
YIR006C YNL106C
YIR006C YCR088W
YIR006C YOL062C
YIR006C YJR065C
YIR006C YCR009C
YIR006C YLR337C
YIR006C YFL039C
YIR006C YKR001C
YIR006C YBL047C
YIR006C YHR114W
YIR006C YLR229C
YIR006C YOR329C
YIR006C YGR241C
YIR006C YHR161C
YIR006C YPR165W
YIR006C YKL129C
YIR006C YDL161W
YIR008C YEL032W
YIR008C YNL312W
YIR008C YNL072W
YIR008C YDL102W
YIR008C YKL045W
YIR008C YCL016C
YIR008C YDR013W
YIR008C YBR087W
YIR008C YBR088C
YIR008C YLR274W
YIR008C YAR007C
YIR008C YJR006W
YIR008C YNL261W
YIR008C YJL194W
YIR008C YJR068W
YIR008C YBL035C
YIR008C YPR019W
YIR008C YDR052C
YIR008C YDR489W
YIR008C YNL290W
YIR008C YML065W
YIR008C YMR078C
YIR008C YPR162C
YIR008C YLR318W
YIR008C YBR160W
YIR008C YBR060C
YIR008C YKL113C
YIR008C YNL102W
YIR008C YDR121W
YIR008C YJL072C
YIR008C YLL004W
YIR008C YJR043C
YIR008C YPR175W
YIR008C YPL167C
YIR008C YML021C
YIR008C YML102W
YIR008C YOL146W
YIR008C YGR180C
YIR008C YER070W
YIR008C YBR202W
YIR008C YLR103C
YIR008C YBL023C
YIR008C YGL201C
YIR008C YOR074C
YIR008C YJL173C
YIR008C YOL094C
YIR008C YDL164C
YIR008C YBR252W
YIR008C YNL262W
YIR008C YMR048W
YIR008C YML069W
YIR008C YPR135W
YIR008C YOL090W
YIR008C YBR278W
YIR008C YIL139C
YIR008C YDL017W
YIR008C YJL026W
YIR008C YIL150C
YIR008C YIL066C
YIR009W YDL043C
YIR009W YAL032C
YIR009W YBR152W
YIR009W YPR178W
YIR009W YDR416W
YIR009W YER013W
YIR009W YDR482C
YIR009W YGR091W
YIR009W YNL138W-A
YIR009W YNL147W
YIR009W YIR005W
YIR009W YOR159C
YIR009W YDL087C
YIR009W YDR473C
YIR009W YLR438C-A
YIR009W YJL203W
YIR009W YJR050W
YIR009W YPR094W
YIR009W YCR063W
YIR009W YNR011C
YIR009W YDR088C
YIR009W YEL026W
YIR009W YPL151C
YIR009W YIL061C
YIR009W YDR235W
YIR009W YER112W
YIR009W YKR086W
YIR009W YDR378C
YIR009W YGR074W
YIR009W YPR101W
YIR009W YDR240C
YIR009W YLR117C
YIR009W YML046W
YIR009W YDR364C
YIR009W YER146W
YIR009W YKL074C
YIR009W YKL012W
YIR009W YDL030W
YIR009W YOR308C
YIR009W YLR275W
YIR009W YMR213W
YIR009W YBR055C
YIR009W YER029C
YIR009W YLR147C
YIR009W YKL095W
YIR009W YOR319W
YIR009W YMR288W
YIR009W YPL213W
YIR009W YLR298C
YIR009W YGR129W
YIR009W YDR163W
YIR009W YLL036C
YIR009W YJR022W
YIR009W YBL026W
YIR009W YML049C
YIR009W YGL120C
YIR009W YGR013W
YIR009W YKL173W
YIR009W YDL209C
YIR009W YFL017W-A
YIR009W YPR182W
YIR009W YBR237W
YIR009W YHR086W
YIR009W YBR119W
YIR009W YHR165C
YIR009W YMR240C
YIR009W YER172C
YIR010W YBR107C
YIR010W YLR024C
YIR010W YGR140W
YIR010W YDR130C
YIR010W YMR168C
YIR010W YDR016C
YIR010W YGR179C
YIR010W YLR315W
YIR010W YJR112W
YIR010W YOL054W
YIR010W YPL018W
YIR010W YGL093W
YIR010W YDR383C
YIR010W YOL069W
YIR010W YFR046C
YIR010W YJR135C
YIR010W YDR254W
YIR010W YMR117C
YIR010W YCR086W
YIR010W YER018C
YIR010W YAL034W-A
YIR010W YKL052C
YIR010W YKL089W
YIR010W YKL049C
YIR010W YBR211C
YIR010W YLR381W
YIR010W YPL233W
YIR010W YDR532C
YIR010W YIL144W
YIR010W YPR046W
YIR010W YDR318W
YIR011C YNL189W
YIR012W YHR170W
YIR012W YHL001W
YIR012W YNL224C
YIR012W YDL208W
YIR012W YOL127W
YIR012W YPL226W
YIR012W YOR063W
YIR012W YKL172W
YIR012W YFR001W
YIR012W YHR066W
YIR012W YER006W
YIR012W YMR049C
YIR012W YDR101C
YIR012W YMR131C
YIR012W YLR409C
YIR012W YPL211W
YIR012W YLR074C
YIR012W YER056C-A
YIR012W YNR038W
YIR012W YBL027W
YIR012W YPR143W
YIR012W YDR091C
YIR012W YDL031W
YIR012W YNL227C
YIR012W YFR031C-A
YIR012W YGR103W
YIR012W YLR106C
YIR012W YKL180W
YIR012W YGL029W
YIR012W YNL002C
YIR012W YJL177W
YIR012W YDL136W
YIR012W YGL076C
YIR012W YLR075W
YIR012W YIR026C
YIR012W YDR060W
YIR012W YLR197W
YIR012W YLR002C
YIR012W YOR046C
YIR012W YPL093W
YIR012W YPR016C
YIR012W YPL043W
YIR012W YKL009W
YIR012W YHR052W
YIR012W YCL054W
YIR012W YGL103W
YIR012W YLR397C
YIR012W YOR272W
YIR012W YDR500C
YIR012W YAL059W
YIR012W YOR294W
YIR012W YER036C
YIR012W YHR088W
YIR012W YNL061W
YIR012W YDR471W
YIR012W YKR081C
YIR012W YGL078C
YIR012W YIL018W
YIR012W YHR085W
YIR012W YDL191W
YIR012W YDR496C
YIR012W YER002W
YIR012W YNL110C
YIR012W YAL035W
YIR012W YOL077C
YIR012W YLR221C
YIR012W YBR267W
YIR012W YAL025C
YIR012W YOR206W
YIR012W YLL034C
YIR012W YMR290C
YIR012W YOL041C
YIR012W YBR247C
YIR012W YLR185W
YIR012W YJL069C
YIR012W YER126C
YIR012W YPL169C
YIR012W YNR053C
YIR012W YDR087C
YIR012W YLL008W
YIR012W YLR009W
YIR012W YOR310C
YIR012W YGR218W
YIR012W YGL135W
YIR012W YBL028C
YIR012W YGL111W
YIR015W YLR145W
YIR015W YAL033W
YIR015W YMR059W
YIR015W YLR105C
YIR015W YNL221C
YIR015W YBR167C
YIR015W YNL282W
YIR015W YML091C
YIR015W YBR257W
YIR015W YHR062C
YIR015W YGR030C
YIR015W YBL018C
YIR017C YGL184C
YIR017C YDR253C
YIR017C YNL277W
YIR017C YPL038W
YIR017C YPR167C
YIR017C YNL103W
YIR017C YJR060W
YIR018W YGL071W
YIR018W YLR220W
YIR019C YAL063C
YIR019C YMR164C
YIR019C YKR102W
YIR019C YOR140W
YIR019C YHR211W
YIR019C YHR084W
YIR019C YAR050W
YIR020C YDR187C
YIR021W Q0115
YIR021W Q0075
YIR022W YJR010C-A
YIR022W YLR066W
YIR022W YFL005W
YIR022W YOR085W
YIR022W YKL100C
YIR022W YPL246C
YIR022W YML055W
YIR022W YDR164C
YIR022W YML012W
YIR022W YER019C-A
YIR022W YER087C-B
YIR023W YDL170W
YIR023W YNL314W
YIR024C YPL099C
YIR025W YLR127C
YIR025W YFR036W
YIR025W YKL022C
YIR025W YDR260C
YIR025W YOR249C
YIR025W YGL240W
YIR025W YHR166C
YIR025W YGR225W
YIR025W YDL008W
YIR025W YGL116W
YIR025W YBL084C
YIR025W YLR102C
YIR025W YIL046W
YIR025W YDR118W
YIR025W YNL172W
YIR026C YDR101C
YIR026C YMR049C
YIR026C YHR066W
YIR026C YKL172W
YIR026C YER006W
YIR026C YOL127W
YIR026C YGR103W
YIR026C YPL211W
YIR026C YNR038W
YIR026C YDL136W
YIR026C YLR075W
YIR026C YGL076C
YIR026C YGL029W
YIR026C YKL009W
YIR026C YLR002C
YIR026C YOR272W
YIR026C YCL054W
YIR026C YGL103W
YIR026C YNL110C
YIR026C YGL099W
YIR026C YAL035W
YIR026C YDL075W
YIR026C YNL061W
YIR026C YOR294W
YIR026C YER036C
YIR026C YHR088W
YIR026C YKR081C
YIR026C YIL018W
YIR026C YHR085W
YIR026C YLR185W
YIR026C YOL041C
YIR026C YPL169C
YIR026C YER126C
YIR026C YNR053C
YIR026C YBR267W
YIR026C YLL034C
YIR026C YDR418W
YIR026C YMR290C
YIR026C YBL028C
YIR026C YGL111W
YIR026C YGL135W
YIR026C YPL131W
YIR026C YDR087C
YIR026C YLR009W
YIR026C YLL008W
YIR026C YOR063W
YIR026C YFR001W
YIR026C YHR170W
YIR026C YHL001W
YIR026C YPL226W
YIR026C YDL031W
YIR026C YDR091C
YIR026C YNL227C
YIR026C YFR031C-A
YIR026C YLR074C
YIR026C YPR143W
YIR026C YBL027W
YIR026C YER056C-A
YIR026C YJL177W
YIR026C YLR106C
YIR026C YKL180W
YIR026C YNL002C
YIR026C YPL043W
YIR026C YPR016C
YIR026C YPL093W
YIR026C YHR052W
YIR026C YDR060W
YIR026C YIR012W
YIR026C YOR046C
YIR026C YGL031C
YIR026C YDR500C
YIR026C YAL059W
YIR026C YLR397C
YIR026C YDR496C
YIR026C YDL191W
YIR026C YDR471W
YIR026C YGL078C
YIR026C YOR206W
YIR026C YAL025C
YIR026C YOL077C
YIR026C YLR221C
YIR026C YGR218W
YIR027C YIR029W
YIR027C YHR005C
YIR027C YER020W
YIR027C YMR292W
YIR027C YIR032C
YIR027C YBR208C
YIR027C YNL314W
YIR027C YIR028W
YIR028W YIR027C
YIR028W YIR029W
YIR028W YHL016C
YIR029W YBR208C
YIR029W YNL314W
YIR029W YIR031C
YIR029W YIR028W
YIR029W YIR027C
YIR029W YIR032C
YIR031C YER065C
YIR031C YKL029C
YIR031C YOL126C
YIR031C YNR001C
YIR031C YPR006C
YIR031C YKR097W
YIR031C YDL131W
YIR031C YAL054C
YIR031C YIR032C
YIR031C YOR142W
YIR031C YBL015W
YIR031C YCR005C
YIR031C YNL104C
YIR031C YIR029W
YIR031C YOR108W
YIR031C YDL078C
YIR031C YFL030W
YIR031C YNL071W
YIR031C YLR153C
YIR031C YNL274C
YIR031C YDL182W
YIR031C YPL262W
YIR031C YPL028W
YIR031C YPR001W
YIR031C YKL085W
YIR032C YBR208C
YIR032C YIR027C
YIR032C YIR029W
YIR032C YIR031C
YIR032C YNL314W
YIR033W YGL055W
YIR033W YER125W
YIR034C YNR050C
YIR034C YOL058W
YIR034C YDL182W
YIR034C YDR234W
YIR034C YIL094C
YIR034C YBR115C
YIR034C YER069W
YIR037W YLR109W
YIR037W YBL064C
YIR037W YDR513W
YIR037W YML028W
YIR037W YIR038C
YIR037W YPL091W
YIR037W YDR256C
YIR037W YML007W
YIR037W YGR088W
YIR037W YGR209C
YIR037W YBR216C
YIR038C YBR126C
YIR038C YPL091W
YIR038C YNL229C
YIR038C YLL048C
YIR038C YLR299W
YIR038C YBR139W
YIR038C YDR135C
YIR038C YMR297W
YIR038C YIL033C
YIR038C YML128C
YIR038C YKR076W
YIR038C YBL064C
YIR038C YOL049W
YIR038C YIR037W
YIR040C YBL044W
YIR040C YPR027C
YIR040C YDR215C
YIR040C YLR296W
YIR041W YGR294W
YIR041W YLR037C
YIR041W YOL161C
YIR041W YEL049W
YIR041W YAR020C
YIR041W YJL223C
YIR041W YIL176C
YIR041W YMR325W
YIR041W YFL020C
YIR041W YKL224C
YIR041W YCR104W
YIR041W YDR542W
YIR041W YBR301W
YIR041W YLL025W
YIR041W YHL046C
YIR041W YGL261C
YIR041W YLR461W
YIR041W YAL068C
YIR041W YLL064C
YIR041W YNR076W
YJL001W YGL011C
YJL001W YLL039C
YJL001W YHR027C
YJL001W YMR314W
YJL001W YDL007W
YJL001W YOR336W
YJL001W YKL145W
YJL001W YBR173C
YJL001W YIL075C
YJL001W YLR167W
YJL001W YDR363W-A
YJL001W YDL097C
YJL001W YFR050C
YJL001W YDR394W
YJL001W YOR259C
YJL001W YER012W
YJL001W YER094C
YJL001W YBL041W
YJL001W YML092C
YJL001W YLR421C
YJL001W YER021W
YJL001W YGL048C
YJL001W YOR362C
YJL001W YFR010W
YJL001W YDR427W
YJL001W YOR261C
YJL001W YOR157C
YJL001W YOR117W
YJL001W YPR108W
YJL001W YFR052W
YJL001W YKL206C
YJL001W YPR103W
YJL001W YDL147W
YJL001W YBR295W
YJL001W YHR200W
YJL001W YFR004W
YJL001W YGR135W
YJL001W YFL007W
YJL001W YGR253C
YJL001W YOL038W
YJL002C YEL002C
YJL002C YER087C-B
YJL002C YLR378C
YJL002C YGL226C-A
YJL002C YAL058W
YJL002C YER019C-A
YJL002C YPL227C
YJL002C YGL027C
YJL002C YBL082C
YJL002C YOR085W
YJL002C YOR103C
YJL002C YGR227W
YJL002C YDL232W
YJL002C YGL022W
YJL002C YMR149W
YJL002C YML019W
YJL003W YDR529C
YJL003W Q0105
YJL003W YPR191W
YJL003W YOR065W
YJL003W YML120C
YJL003W YBL045C
YJL003W YDL085W
YJL004C YIL109C
YJL004C YPL051W
YJL004C YLR262C
YJL005W YKL166C
YJL005W YOR212W
YJL005W YAL038W
YJL005W YKL067W
YJL005W YHR205W
YJL005W YPL203W
YJL005W YFL039C
YJL005W YPL240C
YJL005W YMR186W
YJL005W YNL098C
YJL005W YJL164C
YJL005W YDL035C
YJL005W YER005W
YJL005W YJR069C
YJL005W YBL088C
YJL005W YGL248W
YJL005W YER020W
YJL005W YOR360C
YJL005W YOR347C
YJL005W YIL033C
YJL005W YHR005C
YJL005W YOR057W
YJL005W YLR310C
YJL005W YOR101W
YJL005W YBR140C
YJL005W YOL081W
YJL005W YNL138W
YJL006C YFL029C
YJL006C YNL025C
YJL006C YML112W
YJL006C YIL143C
YJL006C YPR056W
YJL006C YPL256C
YJL006C YDR460W
YJL006C YGR108W
YJL006C YLR226W
YJL006C YLR005W
YJL006C YDL108W
YJL006C YDR311W
YJL006C YPR025C
YJL006C YOL001W
YJL006C YPL042C
YJL006C YKL139W
YJL006C YLR418C
YJL006C YDL140C
YJL006C YPL122C
YJL006C YDR079C-A
YJL006C YOR123C
YJL006C YER171W
YJL006C YGL043W
YJL006C YMR277W
YJL006C YGR063C
YJL006C YER059W
YJL006C YPR161C
YJL006C YML010W
YJL006C YPL219W
YJL006C YBR160W
YJL006C YPL031C
YJL006C YBR135W
YJL008C YBL072C
YJL008C YJL014W
YJL008C YPL106C
YJL008C YBR169C
YJL008C YML094W
YJL008C YDR212W
YJL008C YIL142W
YJL008C YER025W
YJL008C YFR004W
YJL008C YER102W
YJL008C YOL038W
YJL008C YJR007W
YJL008C YOR020C
YJL008C YGR253C
YJL008C YDR188W
YJL008C YMR146C
YJL008C YDL143W
YJL008C YHR027C
YJL008C YJL111W
YJL008C YGL190C
YJL008C YMR116C
YJL008C YGR202C
YJL008C YJR064W
YJL008C YMR029C
YJL008C YOR362C
YJL008C YDR101C
YJL010C YMR229C
YJL010C YDL213C
YJL010C YCL054W
YJL010C YDR299W
YJL010C YBR189W
YJL010C YGL019W
YJL010C YPL081W
YJL010C YPR010C
YJL010C YKL078W
YJL010C YGR271C-A
YJL010C YGR128C
YJL010C YOR272W
YJL010C YNL248C
YJL010C YOR341W
YJL010C YPL217C
YJL010C YLR222C
YJL010C YHR088W
YJL010C YDR449C
YJL010C YOR294W
YJL010C YNL061W
YJL010C YDR324C
YJL010C YGL078C
YJL010C YKR081C
YJL010C YKL099C
YJL010C YCR031C
YJL010C YLR276C
YJL010C YDR398W
YJL010C YBL024W
YJL010C YHR148W
YJL010C YOR145C
YJL010C YNL178W
YJL010C YDR496C
YJL010C YGR251W
YJL010C YNL110C
YJL010C YMR143W
YJL010C YPL012W
YJL010C YOL077C
YJL010C YLR175W
YJL010C YAL025C
YJL010C YOR206W
YJL010C YIL091C
YJL010C YLL034C
YJL010C YOR096W
YJL010C YMR290C
YJL010C YHR169W
YJL010C YDL153C
YJL010C YBL072C
YJL010C YBR247C
YJL010C YNL075W
YJL010C YOL041C
YJL010C YJL069C
YJL010C YGR081C
YJL010C YHR203C
YJL010C YJR123W
YJL010C YDL014W
YJL010C YDL060W
YJL010C YDR312W
YJL010C YDR087C
YJL010C YCL059C
YJL010C YCL031C
YJL010C YBR142W
YJL010C YLL008W
YJL010C YBR181C
YJL010C YLR009W
YJL010C YDR339C
YJL010C YOL010W
YJL010C YOR078W
YJL010C YNL308C
YJL010C YPL266W
YJL010C YOR310C
YJL010C YKL143W
YJL010C YOR340C
YJL010C YGL111W
YJL010C YDL051W
YJL010C YCR057C
YJL010C YHR170W
YJL010C YLR003C
YJL010C YJL033W
YJL010C YNL224C
YJL010C YOR004W
YJL010C YDL208W
YJL010C YML093W
YJL010C YLR336C
YJL010C YER127W
YJL010C YPL090C
YJL010C YPL226W
YJL010C YHR196W
YJL010C YKR024C
YJL010C YPR190C
YJL010C YPR144C
YJL010C YEL055C
YJL010C YER006W
YJL010C YFR001W
YJL010C YKL014C
YJL010C YML063W
YJL010C YKL172W
YJL010C YHR066W
YJL010C YBL004W
YJL010C YMR131C
YJL010C YLR409C
YJL010C YMR049C
YJL010C YNL062C
YJL010C YDR101C
YJL010C YJL050W
YJL010C YDL148C
YJL010C YKR060W
YJL010C YPL082C
YJL010C YPL211W
YJL010C YNR038W
YJL010C YPL146C
YJL010C YER082C
YJL010C YPR143W
YJL010C YDR331W
YJL010C YGR245C
YJL010C YJL109C
YJL010C YDL031W
YJL010C YNL182C
YJL010C YDR064W
YJL010C YLR196W
YJL010C YGR145W
YJL010C YGR103W
YJL010C YHR065C
YJL010C YJR002W
YJL010C YNL132W
YJL010C YGR090W
YJL010C YLR129W
YJL010C YPR137W
YJL010C YDR083W
YJL010C YFL002C
YJL010C YOR056C
YJL010C YOR287C
YJL010C YLL011W
YJL010C YLR449W
YJL010C YMR014W
YJL010C YGL171W
YJL010C YDR060W
YJL010C YLR002C
YJL010C YPR112C
YJL010C YLR197W
YJL010C YCR072C
YJL010C YMR128W
YJL010C YLR340W
YJL010C YPL126W
YJL010C YGL120C
YJL010C YKL082C
YJL010C YPL093W
YJL010C YLR186W
YJL010C YPL043W
YJL010C YGR214W
YJL010C YKL021C
YJL010C YLR441C
YJL010C YER102W
YJL010C YMR093W
YJL010C YHR052W
YJL010C YKL009W
YJL010C YDR365C
YJL011C YER148W
YJL011C YPR190C
YJL011C YDL150W
YJL011C YNL113W
YJL011C YNL039W
YJL011C YOR207C
YJL011C YOR210W
YJL011C YPR187W
YJL011C YNR003C
YJL011C YKL144C
YJL011C YJL140W
YJL011C YNL151C
YJL011C YDR404C
YJL011C YJR063W
YJL011C YDR045C
YJL011C YKR025W
YJL011C YOR224C
YJL011C YHR143W-A
YJL011C YOR116C
YJL011C YGR246C
YJL011C YPR110C
YJL011C YOR340C
YJL011C YBR154C
YJL012C YER072W
YJL012C YHR215W
YJL012C YDR089W
YJL012C YPL019C
YJL012C YAR071W
YJL012C YHR136C
YJL012C YML123C
YJL013C YLR045C
YJL013C YLR103C
YJL013C YER018C
YJL013C YGR098C
YJL013C YBR202W
YJL013C YPR119W
YJL013C YLR127C
YJL013C YDR325W
YJL013C YFR031C
YJL013C YJL194W
YJL013C YMR001C
YJL013C YGR225W
YJL013C YGL116W
YJL013C YEL032W
YJL013C YLR086W
YJL013C YNL102W
YJL013C YNL088W
YJL013C YLR274W
YJL013C YPL209C
YJL013C YCL016C
YJL013C YGL240W
YJL013C YOR026W
YJL013C YPR135W
YJL013C YBL084C
YJL013C YER016W
YJL013C YNL172W
YJL013C YIL144W
YJL013C YJR053W
YJL013C YDR118W
YJL013C YBR160W
YJL013C YKL022C
YJL013C YOR058C
YJL013C YBL063W
YJL013C YEL061C
YJL013C YPL155C
YJL013C YBL097W
YJL013C YGL086W
YJL013C YJL030W
YJL013C YMR055C
YJL013C YGL003C
YJL013C YDL028C
YJL013C YHR166C
YJL013C YPR141C
YJL014W YIL142W
YJL014W YDR212W
YJL014W YER025W
YJL014W YDR214W
YJL014W YOR281C
YJL014W YOR027W
YJL014W YOL038W
YJL014W YDR091C
YJL014W YJL008C
YJL014W YDR188W
YJL014W YDL143W
YJL014W YJL111W
YJL014W YMR029C
YJL014W YJR064W
YJL014W YMR116C
YJL014W YGL190C
YJL015C YDR154C
YJL019W YOL012C
YJL019W YMR129W
YJL019W YML034W
YJL019W YDR227W
YJL019W YGL075C
YJL019W YNL188W
YJL019W YPL200W
YJL019W YOL104C
YJL020C YBL047C
YJL020C YDL029W
YJL020C YER114C
YJL020C YHR114W
YJL020C YGR136W
YJL020C YPR154W
YJL020C YIR003W
YJL020C YOR181W
YJL020C YHR016C
YJL020C YMR109W
YJL020C YIR006C
YJL020C YDR388W
YJL020C YKL129C
YJL020C YBL007C
YJL020C YLR337C
YJL022W YJR056C
YJL022W YJL027C
YJL022W YJR055W
YJL022W YJL028W
YJL022W YJL161W
YJL023C YLR091W
YJL023C YPR117W
YJL024C YGR261C
YJL024C YOL062C
YJL024C YPR029C
YJL024C YPL195W
YJL024C YBR288C
YJL024C YPL259C
YJL025W YNL248C
YJL025W YOR341W
YJL025W YER148W
YJL025W YLR141W
YJL025W YKL125W
YJL025W YPR010C
YJL025W YPR187W
YJL025W YOR295W
YJL025W YBL025W
YJL025W YOR210W
YJL025W YBL014C
YJL025W YNL113W
YJL025W YHR143W-A
YJL025W YOR224C
YJL025W YJL148W
YJL025W YJR063W
YJL025W YMR270C
YJL025W YBR154C
YJL025W YGR246C
YJL025W YPR110C
YJL025W YOR340C
YJL025W YML043C
YJL026W YER070W
YJL026W YGR180C
YJL026W YBR202W
YJL026W YLR103C
YJL026W YGL201C
YJL026W YBL023C
YJL026W YOR074C
YJL026W YPL153C
YJL026W YDR454C
YJL026W YAL038W
YJL026W YNL102W
YJL026W YML058W-A
YJL026W YER170W
YJL026W YKL024C
YJL026W YIL066C
YJL026W YDR263C
YJL026W YJL030W
YJL026W YKL067W
YJL026W YIR008C
YJL026W YBR252W
YJL026W YOR230W
YJL026W YJL194W
YJL026W YJR068W
YJL026W YEL032W
YJL026W YNL312W
YJL026W YER005W
YJL026W YDR226W
YJL026W YLR274W
YJL026W YBR088C
YJL026W YAR007C
YJL026W YDL101C
YJL026W YJR057W
YJL026W YBR136W
YJL026W YJL115W
YJL026W YOR347C
YJL026W YPR019W
YJL027C YJR056C
YJL027C YJR055W
YJL027C YJL028W
YJL027C YJL161W
YJL027C YJL022W
YJL028W YJR056C
YJL028W YJR055W
YJL028W YJL027C
YJL028W YJL161W
YJL028W YJL022W
YJL029C YKR020W
YJL029C YDR027C
YJL029C YER157W
YJL029C YOL018C
YJL029C YML071C
YJL029C YDR484W
YJL029C YDR468C
YJL029C YPR105C
YJL029C YLR262C
YJL029C YNL041C
YJL030W YMR078C
YJL030W YOR026W
YJL030W YLR212C
YJL030W YOL012C
YJL030W YBL084C
YJL030W YER016W
YJL030W YNL172W
YJL030W YIL144W
YJL030W YOR349W
YJL030W YJR053W
YJL030W YBR274W
YJL030W YLR210W
YJL030W YDR118W
YJL030W YBR160W
YJL030W YOL069W
YJL030W YLR272C
YJL030W YIL150C
YJL030W YKL022C
YJL030W YBL063W
YJL030W YJL026W
YJL030W YOR058C
YJL030W YBR135W
YJL030W YEL061C
YJL030W YPL155C
YJL030W YDL155W
YJL030W YBL097W
YJL030W YOR195W
YJL030W YGL086W
YJL030W YMR055C
YJL030W YGR188C
YJL030W YGL003C
YJL030W YMR048W
YJL030W YJL013C
YJL030W YDL028C
YJL030W YHR166C
YJL030W YFL037W
YJL030W YPR019W
YJL030W YPR141C
YJL030W YLR045C
YJL030W YLR103C
YJL030W YBL023C
YJL030W YGL201C
YJL030W YGR098C
YJL030W YER018C
YJL030W YBR202W
YJL030W YER095W
YJL030W YGR180C
YJL030W YER070W
YJL030W YPR119W
YJL030W YDR325W
YJL030W YLR127C
YJL030W YBR186W
YJL030W YJR068W
YJL030W YFR031C
YJL030W YPL153C
YJL030W YJL194W
YJL030W YGL216W
YJL030W YFR028C
YJL030W YOR339C
YJL030W YMR001C
YJL030W YGR225W
YJL030W YGL116W
YJL030W YEL032W
YJL030W YPL018W
YJL030W YLR086W
YJL030W YKL113C
YJL030W YNL088W
YJL030W YML124C
YJL030W YLR274W
YJL030W YCL016C
YJL030W YPL209C
YJL030W YBR087W
YJL030W YGL240W
YJL031C YGL155W
YJL031C YPR176C
YJL031C YOR370C
YJL031C YDL090C
YJL031C YFL038C
YJL033W YDR021W
YJL033W YLR222C
YJL033W YNL207W
YJL033W YNL248C
YJL033W YOR272W
YJL033W YPR010C
YJL033W YLR435W
YJL033W YGR128C
YJL033W YCL054W
YJL033W YNL110C
YJL033W YER002W
YJL033W YOR145C
YJL033W YBL024W
YJL033W YHR148W
YJL033W YDR398W
YJL033W YHR085W
YJL033W YKR081C
YJL033W YNL061W
YJL033W YHR088W
YJL033W YOR294W
YJL033W YDL060W
YJL033W YNR054C
YJL033W YNR053C
YJL033W YDL014W
YJL033W YER126C
YJL033W YJL069C
YJL033W YKR092C
YJL033W YGR162W
YJL033W YNL075W
YJL033W YOL041C
YJL033W YMR290C
YJL033W YHR169W
YJL033W YIL091C
YJL033W YLL034C
YJL033W YPL012W
YJL033W YIL019W
YJL033W YNL175C
YJL033W YGL111W
YJL033W YKL143W
YJL033W YOR310C
YJL033W YNL308C
YJL033W YLL008W
YJL033W YLR009W
YJL033W YOL010W
YJL033W YBR142W
YJL033W YDR087C
YJL033W YMR131C
YJL033W YNL062C
YJL033W YMR049C
YJL033W YDR101C
YJL033W YJL050W
YJL033W YER006W
YJL033W YKL172W
YJL033W YKL014C
YJL033W YHR066W
YJL033W YPR190C
YJL033W YER127W
YJL033W YLR336C
YJL033W YNL224C
YJL033W YDL208W
YJL033W YDL051W
YJL033W YCR057C
YJL033W YCR047C
YJL033W YGR145W
YJL033W YGR103W
YJL033W YDL063C
YJL033W YLR196W
YJL033W YNL182C
YJL033W YNR038W
YJL033W YPL211W
YJL033W YKR060W
YJL033W YGR280C
YJL033W YOR287C
YJL033W YFL002C
YJL033W YGL029W
YJL033W YLR129W
YJL033W YDR083W
YJL033W YPR137W
YJL033W YDR161W
YJL033W YMR093W
YJL033W YKL009W
YJL033W YDR365C
YJL033W YMR239C
YJL033W YKL021C
YJL033W YPL126W
YJL033W YGL120C
YJL033W YMR014W
YJL033W YGL171W
YJL033W YPR112C
YJL033W YLR197W
YJL033W YLR002C
YJL033W YOR341W
YJL033W YPL217C
YJL033W YGR271C-A
YJL033W YKL078W
YJL033W YGR159C
YJL033W YGL019W
YJL033W YMR229C
YJL033W YDR299W
YJL033W YNL112W
YJL033W YDR496C
YJL033W YLR276C
YJL033W YKL099C
YJL033W YGL078C
YJL033W YDR324C
YJL033W YDR449C
YJL033W YDR312W
YJL033W YNL313C
YJL033W YBR247C
YJL033W YDL153C
YJL033W YAL025C
YJL033W YOR206W
YJL033W YOL077C
YJL033W YLR175W
YJL033W YOR340C
YJL033W YPL266W
YJL033W YDR339C
YJL033W YCL031C
YJL033W YCL059C
YJL033W YBL004W
YJL033W YLR409C
YJL033W YJL010C
YJL033W YEL055C
YJL033W YFR001W
YJL033W YPR144C
YJL033W YKR024C
YJL033W YPL226W
YJL033W YHR196W
YJL033W YML093W
YJL033W YOR004W
YJL033W YHR170W
YJL033W YHR065C
YJL033W YJL109C
YJL033W YDL031W
YJL033W YPR143W
YJL033W YGR245C
YJL033W YPL146C
YJL033W YER082C
YJL033W YDL148C
YJL033W YER165W
YJL033W YLR449W
YJL033W YOR056C
YJL033W YLL011W
YJL033W YCR087C-A
YJL033W YNL002C
YJL033W YOR001W
YJL033W YGR090W
YJL033W YNL132W
YJL033W YJR002W
YJL033W YIL035C
YJL033W YHR052W
YJL033W YNL124W
YJL033W YPL093W
YJL033W YPL043W
YJL033W YKL082C
YJL033W YCR072C
YJL033W YHR197W
YJL033W YMR128W
YJL033W YDR060W
YJL034W YLR207W
YJL034W YPR181C
YJL034W YMR214W
YJL034W YBR283C
YJL034W YGR192C
YJL034W YOR288C
YJL034W YDL216C
YJL034W YGR284C
YJL034W YPL240C
YJL034W YMR186W
YJL034W YDR002W
YJL034W YMR202W
YJL034W YDR519W
YJL034W YOL031C
YJL034W YFR041C
YJL034W YFL031W
YJL034W YDR086C
